Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount,Vehicle Size
2229.361773,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,61,27,57,0,1,292.8,Medsize
2507.884662,No,Basic,Doctor,Employed,M,97673,Urban,Single,63,21,49,0,1,178.762806,Medsize
9500.08167,No,Premium,High School or Below,Employed,F,96276,Urban,Married,117,33,81,0,6,553.50361,Medsize
2935.988346,No,Basic,High School or Below,Employed,F,73847,Suburban,Married,73,34,51,1,1,350.4,Small
5493.02213,No,Basic,High School or Below,Employed,M,24976,Suburban,Single,72,2,60,1,3,566.199335,Medsize
5386.325174,No,Basic,College,Employed,F,33716,Suburban,Married,68,18,67,1,3,349.431986,Small
4384.854616,No,Basic,College,Medical Leave,F,23480,Suburban,Single,117,6,89,0,1,842.4,Medsize
5789.8509,No,Basic,Doctor,Employed,F,77221,Urban,Married,71,2,49,0,7,259.591385,Medsize
5678.050167,Yes,Extended,Bachelor,Unemployed,F,0,Suburban,Married,76,8,44,0,3,364.8,Small
4944.240345,No,Basic,Master,Employed,M,40463,Suburban,Married,61,17,21,0,6,292.8,Small
7507.455372,Yes,Basic,College,Employed,M,60920,Urban,Single,64,10,61,0,2,231.201886,Medsize
5332.462694,Yes,Basic,Doctor,Employed,F,68931,Urban,Married,66,32,30,0,7,309.577946,Medsize
5475.337618,No,Basic,Bachelor,Employed,F,88251,Urban,Married,68,3,2,0,3,267.214383,Medsize
2274.647023,No,Basic,College,Unemployed,F,0,Suburban,Single,65,21,40,0,1,468,Small
6005.214792,Yes,Extended,High School or Below,Employed,M,26876,Suburban,Single,76,17,72,0,8,364.8,Medsize
18321.41903,No,Extended,College,Employed,M,88592,Urban,Married,76,19,1,0,2,199.79727,Large
8078.53085,No,Premium,Bachelor,Unemployed,F,0,Suburban,Married,114,1,39,1,5,547.2,Medsize
3664.22055,No,Basic,High School or Below,Unemployed,M,0,Suburban,Divorced,103,8,75,0,1,642.773149,Medsize
2960.029328,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,82,0,28,0,1,590.4,Medsize
2496.167004,No,Basic,Bachelor,Employed,M,49136,Suburban,Divorced,64,7,95,0,1,307.2,Medsize
4650.68277,No,Basic,College,Unemployed,M,0,Suburban,Single,68,17,66,0,3,722.877299,Medsize
14002.37819,No,Basic,College,Employed,M,67627,Suburban,Married,117,5,43,0,2,561.6,Medsize
7462.926263,Yes,Extended,College,Employed,F,70263,Rural,Married,93,30,66,0,5,7.345946,Small
3653.703458,No,Extended,College,Employed,F,74126,Suburban,Married,90,14,76,0,1,478.751065,Medsize
5638.543833,No,Basic,High School or Below,Employed,F,74286,Urban,Married,70,27,0,0,3,277.585067,Medsize
4475.05212,No,Basic,High School or Below,Employed,F,97949,Urban,Married,112,9,13,3,1,324.812083,Small
2719.853023,No,Basic,Bachelor,Employed,M,41005,Suburban,Single,70,22,37,0,1,336,Medsize
4542.405346,No,Basic,High School or Below,Employed,M,29875,Suburban,Single,119,9,36,1,1,571.2,Medsize
12875.59874,No,Basic,Bachelor,Retired,M,26121,Suburban,Single,119,12,51,0,2,754.115474,Medsize
2300.691547,Yes,Basic,Bachelor,Retired,M,25905,Suburban,Divorced,63,21,12,0,1,302.4,Large
8364.559003,No,Basic,College,Employed,M,72117,Rural,Married,70,1,98,0,2,106.737787,Medsize
14024.35839,Yes,Premium,High School or Below,Employed,F,81872,Rural,Married,115,10,55,0,2,256.43803,Medsize
27789.69235,Yes,Extended,Bachelor,Employed,F,33806,Urban,Divorced,89,32,59,0,2,395.729716,Medsize
3588.926491,No,Basic,College,Unemployed,M,0,Suburban,Single,106,20,51,0,1,763.2,Medsize
4386.277558,Yes,Basic,College,Retired,M,10621,Suburban,Single,67,28,22,0,5,321.6,Medsize
6647.846187,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,65,34,27,0,2,312,Medsize
6753.428413,No,Extended,College,Employed,F,44213,Rural,Single,85,15,58,0,3,77.523904,Medsize
4762.823136,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,10,11,0,3,366.212945,Medsize
4904.894731,Yes,Extended,College,Retired,F,12902,Suburban,Divorced,139,3,51,0,1,667.2,Medsize
4764.861739,No,Basic,High School or Below,Employed,M,78757,Urban,Married,119,8,56,3,1,383.797363,Medsize
3567.503755,Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,102,28,11,0,1,660.430456,Medsize
3903.802262,No,Extended,High School or Below,Employed,M,51833,Rural,Divorced,99,1,18,0,1,190.509609,Medsize
10442.43404,No,Extended,High School or Below,Employed,F,30786,Rural,Single,90,3,5,0,2,28.649762,Large
2498.963061,No,Basic,Bachelor,Employed,M,76792,Suburban,Married,62,12,27,0,1,297.6,Medsize
2862.563059,No,Basic,Bachelor,Employed,F,76356,Suburban,Married,71,4,61,2,1,340.8,Medsize
5989.773931,Yes,Premium,College,Employed,M,66839,Suburban,Single,154,33,24,0,1,739.2,Medsize
7143.035873,No,Extended,High School or Below,Employed,M,59789,Suburban,Married,90,9,81,0,3,527.539078,Large
2549.786069,No,Basic,Bachelor,Employed,M,72217,Rural,Married,64,13,15,0,1,91.146661,Medsize
12047.775,No,Premium,Bachelor,Employed,F,43324,Urban,Married,101,8,17,0,2,284.667612,Medsize
20461.1545,No,Premium,Bachelor,Employed,M,87502,Urban,Married,102,20,28,0,2,421.111226,Medsize
2781.589027,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,74,8,13,0,1,532.8,Medsize
4834.710493,Yes,Basic,College,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,316.8,Medsize
7610.540153,No,Basic,High School or Below,Employed,M,51878,Suburban,Single,66,10,16,1,2,316.8,Medsize
2159.251473,No,Basic,College,Unemployed,M,0,Suburban,Married,61,9,39,0,1,292.8,Medsize
8420.43119,No,Basic,College,Disabled,M,28617,Suburban,Married,112,20,57,0,9,797.595611,Medsize
13530.02906,No,Extended,Doctor,Employed,F,75037,Rural,Married,85,5,27,2,2,180.555113,Small
8798.312515,No,Premium,Bachelor,Employed,F,24550,Suburban,Married,111,12,6,0,9,536.00374,Small
4595.043966,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,64,16,62,0,6,460.8,Small
6545.802896,No,Extended,High School or Below,Employed,M,55366,Suburban,Divorced,86,11,54,2,4,455.714395,Medsize
5443.761524,No,Basic,High School or Below,Employed,F,41449,Suburban,Married,69,16,96,1,3,331.2,Medsize
7957.630101,No,Basic,High School or Below,Employed,M,51125,Suburban,Divorced,67,3,67,0,2,430.29174,Medsize
2444.741307,No,Basic,College,Unemployed,M,0,Urban,Married,71,8,59,1,1,244.587596,Medsize
8590.334983,No,Basic,Bachelor,Employed,F,63110,Rural,Married,72,23,84,0,2,68.179721,Medsize
2730.3538,No,Basic,College,Employed,F,63401,Urban,Married,68,1,18,0,1,202.938048,Medsize
2925.726685,No,Basic,College,Employed,F,30752,Suburban,Married,73,2,37,0,1,400.294003,Small
5331.737284,No,Basic,High School or Below,Employed,M,60986,Suburban,Married,67,30,32,0,5,417.781693,Medsize
11320.82704,No,Premium,College,Employed,M,41692,Rural,Single,101,21,15,1,2,245.968629,Medsize
5130.823951,No,Basic,Master,Disabled,M,12940,Urban,Divorced,68,7,36,0,3,268.1726,Large
7919.832069,No,Basic,Master,Unemployed,M,0,Suburban,Married,70,13,18,0,2,336,Medsize
2619.337376,Yes,Basic,Bachelor,Employed,M,78618,Urban,Divorced,66,7,56,0,1,225.578841,Medsize
9591.232645,No,Premium,College,Employed,M,54538,Urban,Married,119,32,63,0,6,507.799325,Medsize
4196.652176,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,64,35,75,1,7,774.737185,Medsize
7887.964945,No,Basic,High School or Below,Employed,F,76590,Urban,Divorced,65,0,91,0,2,183.293091,Large
8676.698631,No,Basic,High School or Below,Employed,M,76214,Urban,Married,72,7,48,0,2,202.81373,Medsize
6383.611136,No,Basic,College,Unemployed,F,0,Suburban,Single,196,13,74,2,1,2327.166394,Small
6568.75877,No,Extended,High School or Below,Disabled,F,25876,Suburban,Married,83,29,46,0,3,398.4,Medsize
3644.833554,Yes,Extended,High School or Below,Employed,F,82477,Suburban,Married,90,1,69,0,1,432,Large
3910.697956,No,Extended,Bachelor,Employed,F,58713,Suburban,Married,98,8,4,0,1,470.4,Small
18704.85055,No,Extended,Bachelor,Employed,M,64929,Suburban,Married,240,13,11,3,8,1261.672708,Medsize
24337.38181,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,85,5,15,1,2,612,Medsize
12547.42888,No,Premium,High School or Below,Employed,M,32857,Suburban,Divorced,105,24,15,0,2,504,Medsize
4582.685265,No,Basic,College,Medical Leave,M,19065,Suburban,Married,61,28,29,0,7,292.8,Medsize
2864.093984,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,83,17,30,0,1,825.29011,Medsize
30850.58677,No,Basic,High School or Below,Disabled,M,25503,Suburban,Married,115,12,59,0,2,552,Medsize
7366.093547,No,Extended,High School or Below,Employed,M,30250,Urban,Married,93,1,98,0,6,398.100233,Medsize
4224.832303,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,63,9,88,0,8,453.6,Medsize
8256.2978,Yes,Basic,Bachelor,Employed,F,62902,Rural,Married,69,14,94,0,2,159.383042,Medsize
7498.824515,No,Basic,Master,Unemployed,F,0,Suburban,Married,66,5,17,0,2,316.8,Medsize
25626.70699,No,Extended,Doctor,Medical Leave,F,14278,Urban,Married,134,6,9,0,2,346.319404,Small
5989.773931,Yes,Premium,College,Employed,M,66839,Suburban,Single,154,33,24,0,1,739.2,Medsize
2530.810167,No,Basic,College,Employed,F,37811,Suburban,Married,63,25,14,0,1,365.002909,Medsize
13569.24071,No,Basic,High School or Below,Medical Leave,M,20978,Suburban,Married,70,35,20,0,2,336,Medsize
13113.13865,No,Extended,College,Medical Leave,F,28519,Suburban,Married,86,23,30,0,2,412.8,Large
5085.023369,No,Basic,College,Unemployed,M,0,Suburban,Married,72,15,18,1,3,571.531582,Small
4554.557242,No,Basic,Master,Employed,F,85140,Rural,Single,118,7,11,4,1,88.17994,Medsize
4014.453113,Yes,Extended,Doctor,Employed,F,37384,Suburban,Married,99,9,17,0,1,475.2,Medsize
2863.043304,No,Extended,Bachelor,Unemployed,M,0,Rural,Married,79,0,44,0,1,168.89233,Medsize
7200.664877,Yes,Basic,College,Unemployed,F,0,Suburban,Married,66,16,77,0,2,316.8,Medsize
30909.22228,No,Premium,High School or Below,Employed,M,57659,Suburban,Divorced,111,24,31,0,2,756.37287,Medsize
8170.621997,No,Basic,Bachelor,Employed,F,95241,Rural,Married,68,3,12,1,2,87.803087,Large
2877.813846,No,Basic,College,Employed,M,38870,Rural,Divorced,74,3,89,0,1,145.365072,Small
8478.30421,No,Basic,High School or Below,Medical Leave,F,13870,Suburban,Married,109,1,78,0,5,550.430985,Medsize
8646.547993,No,Extended,Bachelor,Employed,M,25964,Suburban,Married,76,21,87,2,2,364.8,Medsize
4755.762589,No,Premium,High School or Below,Employed,F,72193,Urban,Married,118,1,46,0,1,552.646907,Medsize
7425.845305,No,Basic,College,Employed,M,84302,Rural,Married,62,19,63,0,2,76.609295,Medsize
4462.997006,Yes,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,35,52,3,5,350.4,Medsize
2593.897887,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,31,99,0,1,345.6,Large
6006.441801,No,Extended,College,Employed,M,39482,Urban,Divorced,77,29,48,0,5,277.907701,Medsize
10010.14003,No,Extended,High School or Below,Employed,M,66371,Rural,Married,125,2,75,0,5,43.098747,Medsize
26305.41541,No,Basic,Bachelor,Employed,M,35300,Urban,Married,74,14,71,0,2,225.518065,Medsize
7096.598526,No,Extended,Doctor,Employed,F,67735,Rural,Married,88,33,87,0,3,3.4637,Medsize
2859.799774,No,Basic,College,Employed,M,98879,Rural,Single,73,14,33,1,1,108.667642,Medsize
29589.94128,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,108,29,74,0,2,777.6,Medsize
9667.129686,No,Extended,Master,Employed,M,72885,Rural,Divorced,124,35,88,2,6,233.676034,Medsize
21941.85759,No,Basic,Bachelor,Employed,F,26378,Rural,Married,70,22,79,1,2,147.795699,Medsize
5548.031892,Yes,Basic,Bachelor,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,331.2,Medsize
7752.933281,No,Extended,Master,Employed,F,41275,Rural,Married,96,29,16,0,3,41.122303,Large
2769.72527,No,Basic,College,Employed,M,39646,Urban,Married,70,9,35,0,1,279.714859,Small
2545.070274,No,Basic,High School or Below,Employed,M,71868,Suburban,Single,65,6,61,0,1,312,Small
8629.329351,No,Basic,High School or Below,Employed,F,59107,Urban,Married,107,29,57,0,7,480.521227,Medsize
4915.39018,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,70,13,48,0,9,504,Medsize
4896.562733,No,Extended,College,Employed,F,36428,Urban,Divorced,124,34,20,0,1,559.412583,Medsize
4013.959621,No,Extended,Doctor,Employed,F,93284,Suburban,Married,99,7,26,0,1,475.2,Medsize
10834.86984,No,Extended,College,Employed,F,34612,Suburban,Married,91,8,77,1,2,655.2,Small
4669.22664,Yes,Premium,High School or Below,Employed,F,76157,Suburban,Married,116,15,80,0,1,556.8,Small
29577.28414,No,Premium,College,Unemployed,M,0,Suburban,Single,106,34,13,0,2,763.2,Small
9259.729948,No,Basic,High School or Below,Disabled,M,17109,Suburban,Married,62,7,45,0,2,297.6,Medsize
6300.440231,No,Extended,College,Medical Leave,F,29539,Suburban,Single,85,20,83,0,7,408,Medsize
6031.518652,No,Extended,College,Employed,M,49539,Urban,Single,79,15,83,0,5,286.938064,Medsize
2300.334605,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,66,9,10,1,1,475.2,Small
6863.124573,No,Premium,College,Employed,M,25352,Suburban,Married,173,10,65,0,1,830.4,Medsize
2797.759849,No,Basic,College,Employed,M,63223,Suburban,Married,71,3,72,0,1,397.622116,Small
4479.494223,No,Basic,Bachelor,Medical Leave,M,18505,Suburban,Married,66,15,51,4,3,316.8,Medsize
4571.509384,No,Basic,College,Employed,F,91485,Urban,Divorced,114,2,16,0,1,392.925712,Small
6104.501453,No,Extended,College,Disabled,F,18690,Rural,Married,80,10,63,0,5,18.192921,Medsize
3297.904615,No,Extended,College,Unemployed,M,0,Suburban,Single,91,3,78,0,1,655.2,Medsize
2639.982596,No,Basic,Bachelor,Employed,F,69819,Rural,Married,66,24,20,0,1,21.00736,Medsize
13780.48818,No,Premium,Bachelor,Employed,M,25708,Suburban,Divorced,118,21,44,0,2,566.4,Small
3702.63121,No,Extended,Doctor,Employed,M,33738,Suburban,Single,95,13,97,0,1,541.755353,Medsize
5789.352696,No,Basic,Bachelor,Employed,F,75845,Rural,Married,72,2,71,0,6,73.848672,Medsize
13464.60289,No,Basic,High School or Below,Employed,M,83392,Urban,Married,112,20,34,0,2,523.688037,Medsize
6331.338496,No,Extended,Bachelor,Unemployed,F,0,Rural,Married,87,3,82,0,3,94.714302,Medsize
3838.113442,No,Extended,College,Employed,M,76375,Rural,Married,96,21,81,0,1,138.423414,Medsize
11274.91011,No,Premium,College,Unemployed,M,0,Suburban,Single,114,22,39,0,2,820.8,Small
6052.003301,No,Extended,College,Employed,M,32330,Suburban,Divorced,79,16,27,1,9,379.2,Medsize
33451.7935,No,Extended,Bachelor,Employed,F,85689,Urban,Married,92,5,8,0,2,237.946822,Small
5611.926939,No,Premium,Bachelor,Unemployed,F,0,Suburban,Single,158,5,59,0,1,1137.6,Medsize
5607.253592,No,Basic,College,Employed,F,39507,Urban,Married,70,32,17,0,5,283.743206,Medsize
8835.159206,No,Basic,Bachelor,Employed,F,22373,Urban,Married,112,11,59,0,8,419.750892,Small
3796.547659,No,Extended,College,Employed,F,20217,Suburban,Married,96,16,30,2,1,513.306893,Medsize
3936.785538,No,Basic,Bachelor,Disabled,M,19245,Suburban,Married,106,28,61,0,1,508.8,Large
37150.82945,No,Basic,High School or Below,Disabled,F,17774,Rural,Married,108,0,64,0,2,116.257094,Medsize
4815.532839,No,Basic,Bachelor,Employed,M,80355,Rural,Divorced,62,26,33,1,3,83.390706,Medsize
2853.370449,No,Basic,Bachelor,Employed,M,65099,Suburban,Married,73,8,19,2,1,350.4,Medsize
2467.459952,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,73,29,14,0,1,525.6,Medsize
5200.22777,No,Basic,Master,Employed,M,23401,Suburban,Single,66,17,34,0,3,316.8,Medsize
4594.263722,No,Basic,High School or Below,Unemployed,F,0,Rural,Married,63,11,10,1,3,139.331764,Medsize
8586.662939,No,Basic,College,Unemployed,M,0,Suburban,Married,118,6,32,0,5,566.4,Medsize
4091.934934,No,Premium,Bachelor,Employed,F,38692,Suburban,Married,102,16,8,0,1,502.443591,Medsize
5181.620895,Yes,Basic,Master,Employed,F,97131,Suburban,Married,64,5,80,0,6,307.2,Small
14230.3242,No,Basic,Bachelor,Employed,F,78046,Suburban,Divorced,119,22,91,2,2,759.119999,Small
2446.664534,No,Basic,Bachelor,Employed,M,82225,Suburban,Divorced,61,24,27,0,1,292.8,Medsize
4758.564558,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,29,36,0,9,607.733606,Medsize
6645.928117,No,Extended,College,Employed,M,21144,Urban,Married,86,6,98,0,8,391.446775,Medsize
8717.851882,No,Premium,High School or Below,Employed,F,36645,Suburban,Single,112,21,50,0,7,614.082146,Large
4110.620178,No,Basic,High School or Below,Employed,M,31842,Urban,Single,108,7,31,0,1,406.348084,Small
9810.407902,No,Extended,Master,Unemployed,F,0,Suburban,Married,131,15,90,0,8,628.8,Large
4993.025273,No,Basic,College,Employed,F,75090,Rural,Married,63,10,67,1,7,101.34165,Medsize
4463.607161,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,62,15,95,0,6,567.343266,Medsize
2895.213818,No,Basic,High School or Below,Employed,F,72014,Urban,Married,72,24,58,0,1,188.204234,Medsize
3185.17031,No,Extended,High School or Below,Medical Leave,M,13512,Suburban,Single,92,14,24,0,1,441.6,Medsize
9343.198788,No,Basic,High School or Below,Employed,M,75909,Suburban,Married,117,23,77,0,3,561.6,Medsize
7296.535053,No,Basic,High School or Below,Disabled,F,18884,Suburban,Divorced,64,21,90,0,2,307.2,Small
5568.947534,Yes,Extended,High School or Below,Unemployed,M,0,Suburban,Single,79,21,53,1,7,407.440238,Medsize
7627.026893,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,74,1,52,1,2,807.279979,Medsize
4636.54647,Yes,Basic,College,Retired,M,26802,Suburban,Married,66,7,43,1,5,316.8,Medsize
5329.12883,No,Basic,College,Employed,F,99839,Suburban,Married,66,17,12,0,3,468.203397,Small
2478.235474,No,Basic,College,Employed,F,24186,Suburban,Single,64,8,11,0,1,307.2,Medsize
5522.769962,No,Basic,College,Employed,M,46971,Rural,Married,69,26,21,0,3,120.109061,Large
8586.528213,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,83,29,13,0,2,483.577807,Medsize
8104.503269,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,117,24,8,1,6,842.4,Medsize
2356.702311,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,69,22,11,0,1,496.8,Small
2004.350666,Yes,Basic,College,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,316.8,Small
2810.464447,Yes,Basic,Bachelor,Employed,M,26790,Suburban,Married,71,4,41,0,1,340.8,Medsize
2379.614363,No,Basic,College,Unemployed,M,0,Suburban,Single,71,28,15,0,1,747.107317,Medsize
2410.105206,No,Basic,Bachelor,Medical Leave,M,16258,Suburban,Married,64,13,84,0,1,307.2,Medsize
2544.969754,No,Basic,College,Employed,M,91169,Rural,Single,65,5,50,0,1,139.745936,Medsize
10153.88899,No,Extended,College,Unemployed,M,0,Suburban,Married,90,33,75,0,2,432,Large
2300.691547,Yes,Basic,Bachelor,Retired,M,25905,Suburban,Divorced,63,21,12,0,1,302.4,Large
10145.44091,No,Extended,High School or Below,Employed,M,44577,Suburban,Single,131,27,7,0,9,640.491537,Medsize
2599.04158,No,Basic,High School or Below,Employed,M,53021,Suburban,Married,68,28,71,4,1,326.4,Medsize
6689.022728,Yes,Extended,High School or Below,Employed,M,56980,Suburban,Married,84,33,70,0,7,599.000883,Medsize
2721.589169,No,Basic,College,Employed,F,97719,Urban,Married,67,6,82,0,1,318.660896,Medsize
7524.88292,No,Basic,Bachelor,Employed,M,49530,Urban,Married,63,8,64,0,2,278.24204,Medsize
9487.721906,No,Extended,Master,Employed,M,56233,Suburban,Married,79,30,61,0,2,558.746277,Large
5977.78537,No,Basic,High School or Below,Employed,F,79140,Suburban,Married,74,9,59,0,9,487.930161,Small
6411.117312,No,Extended,Bachelor,Medical Leave,F,13088,Suburban,Married,82,29,77,0,3,393.6,Small
2944.180861,No,Basic,High School or Below,Employed,F,73601,Urban,Married,73,10,42,0,1,339.938915,Medsize
6685.797205,No,Extended,Bachelor,Employed,F,31517,Suburban,Married,84,33,74,2,3,604.8,Small
4692.660787,No,Basic,College,Unemployed,M,0,Suburban,Single,69,24,23,0,8,549.271947,Medsize
4502.667305,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,69,28,29,2,3,496.8,Medsize
16504.96173,No,Basic,High School or Below,Employed,M,42148,Urban,Married,104,4,29,0,2,366.978793,Small
9460.17545,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,133,23,32,0,6,1443.455106,Medsize
7931.722181,No,Basic,High School or Below,Disabled,F,23769,Suburban,Divorced,69,18,14,0,2,470.097411,Medsize
7974.390276,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,109,5,64,0,4,523.2,Medsize
5054.334903,No,Basic,Doctor,Employed,F,22241,Suburban,Married,63,1,1,0,6,343.159148,Medsize
5657.806998,No,Basic,Bachelor,Employed,F,23550,Urban,Married,72,17,3,0,3,222.751524,Medsize
14917.33495,No,Basic,Master,Unemployed,F,0,Suburban,Married,190,1,36,0,3,1368,Medsize
13046.65319,No,Basic,High School or Below,Employed,M,71024,Urban,Married,65,26,96,1,2,266.640638,Medsize
38410.59556,No,Basic,Bachelor,Employed,F,71644,Suburban,Married,105,19,83,0,2,504,Medsize
5069.071361,No,Basic,Master,Employed,F,50363,Rural,Married,63,24,40,0,8,12.744774,Medsize
10978.7834,No,Extended,Bachelor,Employed,F,92914,Suburban,Married,136,24,55,0,8,979.2,Large
39769.55524,No,Basic,College,Medical Leave,M,16645,Suburban,Married,117,19,92,0,2,696.9628,Medsize
6559.34766,No,Extended,College,Unemployed,M,0,Suburban,Single,94,7,8,0,6,451.2,Small
5749.883799,No,Basic,Bachelor,Employed,F,22814,Suburban,Divorced,73,16,59,0,9,360.773462,Small
16473.16905,Yes,Basic,Bachelor,Retired,M,22828,Suburban,Married,106,11,54,0,2,508.8,Medsize
5780.182197,Yes,Basic,High School or Below,Employed,M,51066,Suburban,Single,74,23,0,0,8,787.993313,Medsize
26200.83423,No,Basic,College,Employed,M,68507,Rural,Married,110,5,29,0,2,140.196942,Medsize
3272.010846,No,Extended,College,Unemployed,F,0,Suburban,Married,87,13,6,0,1,626.4,Small
4682.249396,No,Basic,College,Employed,M,37929,Rural,Divorced,61,21,35,0,5,120.436587,Medsize
6496.197101,No,Extended,Bachelor,Employed,M,89285,Rural,Married,81,25,3,0,3,109.032565,Medsize
7446.812516,No,Extended,High School or Below,Employed,F,98235,Urban,Divorced,93,21,68,0,8,377.422029,Medsize
4549.337013,No,Basic,Bachelor,Medical Leave,F,23650,Rural,Married,61,5,10,2,3,14.095914,Medsize
5200.076742,No,Extended,Bachelor,Employed,F,90167,Urban,Single,131,31,42,0,1,523.733793,Medsize
10594.13249,No,Extended,High School or Below,Employed,M,64669,Suburban,Married,131,22,32,0,6,628.8,Small
3059.282091,No,Extended,Bachelor,Employed,M,65083,Suburban,Married,77,30,68,0,1,369.6,Medsize
8181.715637,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,109,25,93,0,4,523.2,Medsize
2697.328799,No,Basic,College,Employed,M,60462,Urban,Married,68,14,10,1,1,216.934983,Large
10369.3874,No,Basic,College,Unemployed,F,0,Suburban,Married,69,35,50,0,2,454.3585,Small
2491.317024,Yes,Basic,Doctor,Employed,M,36631,Rural,Divorced,62,30,77,0,1,67.530904,Large
5396.372449,No,Extended,High School or Below,Employed,F,40308,Suburban,Divorced,136,4,69,0,1,652.8,Medsize
4652.886703,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,64,5,18,1,6,307.2,Medsize
9015.915395,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,130,32,38,0,4,936,Small
7857.357595,No,Basic,High School or Below,Employed,M,85067,Urban,Married,65,34,51,0,2,256.242825,Medsize
6763.181497,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,27,1,0,2,460.8,Medsize
15695.53941,No,Basic,College,Employed,M,97750,Urban,Divorced,65,15,51,0,2,303.002922,Medsize
5219.199247,No,Basic,Doctor,Employed,F,38704,Rural,Married,65,10,28,0,9,9.716628,Large
2582.408525,Yes,Basic,Bachelor,Employed,F,76731,Urban,Married,64,2,68,0,1,201.455005,Medsize
7653.283759,No,Basic,College,Employed,F,57446,Rural,Divorced,64,20,30,0,2,77.451706,Medsize
4966.736817,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,73,9,83,0,6,525.6,Small
8927.134298,No,Premium,High School or Below,Employed,F,96768,Rural,Married,111,6,65,2,3,2.549986,Large
21423.63723,Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,9,31,0,2,312,Medsize
15481.25277,No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,180,29,19,3,2,1296,Medsize
8714.922135,Yes,Basic,College,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,566.4,Medsize
5577.237773,No,Basic,Master,Employed,M,77265,Rural,Married,69,25,10,0,3,170.689399,Medsize
8860.654206,No,Basic,High School or Below,Employed,F,48736,Urban,Married,111,14,62,0,3,285.84958,Medsize
13450.95561,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,126,7,80,0,2,907.2,Medsize
6464.417095,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,89,33,98,0,3,640.8,Small
3876.772694,No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,108,2,18,0,1,1099.233361,Large
10103.65572,No,Extended,High School or Below,Employed,F,46667,Rural,Single,129,27,84,1,3,59.526095,Large
4996.552721,No,Basic,High School or Below,Employed,M,71600,Rural,Married,63,17,43,0,7,46.158117,Medsize
3934.712712,No,Extended,High School or Below,Employed,M,84229,Suburban,Married,98,25,20,0,1,470.4,Small
2219.995914,No,Basic,College,Unemployed,M,0,Suburban,Married,62,0,83,0,1,297.6,Large
7974.949597,No,Premium,College,Employed,F,26118,Suburban,Divorced,101,30,2,0,9,484.8,Medsize
8708.018769,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,118,20,19,0,3,1380.107186,Medsize
2907.363467,No,Basic,College,Employed,M,24049,Suburban,Married,74,34,80,0,1,491.446146,Medsize
4881.299084,No,Basic,Master,Employed,F,37998,Suburban,Married,61,26,27,0,7,292.8,Medsize
3652.666261,No,Extended,Doctor,Unemployed,F,0,Suburban,Married,95,22,80,0,1,456,Medsize
12779.89903,No,Basic,College,Unemployed,M,0,Suburban,Single,184,0,94,0,9,1394.849254,Medsize
7200.664877,Yes,Basic,College,Unemployed,F,0,Suburban,Married,66,16,77,0,2,316.8,Medsize
4219.02412,No,Basic,Bachelor,Employed,M,62396,Suburban,Married,107,24,52,0,1,693.414133,Medsize
